Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,1/1/2000,,D1322,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,03. Scour Protection Works, 156. Gabion (mattresses and boxes),BE,10.00,3100.00,m3,31000.00,2,4,9,29.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,8.00,630.00,m,5040.00,2,4,4,79.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,05. Waterway, 207. Clear debris,E1,2.00,750.00,m3,1500.00,1,1,1,67.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,6.00,750.00,m,4500.00,2,4,4,89.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,01. Apron Slabs & Cut Off Walls, 158. Rock backfill,BE,20.00,2770.00,m3,55400.00,3,4,9,16.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,05. Waterway, 209. Clear siltation,C1-C4,20.00,630.00,m3,12600.00,2,4,1,8.00,3
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2/26/2016,01N,D504,17.53,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,5.00,750.00,m,3750.00,2,4,4,107.00,2
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,3/11/2016,,,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,5.00,750.00,L,3750.00,2,4,1,27.00,3
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,3/11/2016,,,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,3/11/2016,,,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",C1-C4,20.00,630.00,m,12600.00,3,4,4,32.00,3
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,3/11/2016,,,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),C1-C4,6.00,630.00,No,3780.00,3,4,4,106.00,2
D1503_01N_B4870,4870 over tributary to Sandriver,Bridge,Bridge Cellular,4/1/2016,,D1503,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),BE,8.00,750.00,No,6000.00,2,4,4,67.00,3
D1503_01N_B4870,4870 over tributary to Sandriver,Bridge,Bridge Cellular,4/1/2016,,D1503,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),E2,15.00,750.00,L,11250.00,2,4,0,0.00,3
D189_01N_B4107,NB042 over Kaalplaasspruit,Bridge,Bridge Cellular,4/1/2016,,D189,,6/30/2022,05. Waterway, 156. Gabion (mattresses and boxes),E1,20.00,3100.00,m3,62000.00,2,4,4,6.00,3
D189_01N_B4107,NB042 over Kaalplaasspruit,Bridge,Bridge Cellular,4/1/2016,,D189,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),E2,4.00,750.00,L,3000.00,1,1,0,0.00,3
D189_01N_B4107,NB042 over Kaalplaasspruit,Bridge,Bridge Cellular,4/1/2016,,D189,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,2.00,750.00,L,1500.00,1,1,1,67.00,3
P1_03N_B5499,5499 over tributary to Apies River,Bridge,Bridge Cellular,4/1/2016,,,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E1,20.00,950.00,m,19000.00,4,4,9,47.00,3
P1_03N_B5499,5499 over tributary to Apies River,Bridge,Bridge Cellular,4/1/2016,,,,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),AC,4.00,750.00,L,3000.00,1,1,1,33.00,3
P1_03N_B5499,5499 over tributary to Apies River,Bridge,Bridge Cellular,4/1/2016,,,,6/30/2022,05. Waterway, 207. Clear debris,C1,2.00,750.00,m3,1500.00,1,1,1,67.00,3
D2767_01N_B279,Wilge river bridge,Bridge,Bridge Cellular,4/1/2016,,D2767,,6/30/2022,04. Embankment/s, 159. Stone pitching,E2,4.00,950.00,m2,3800.00,2,4,4,105.00,2
D2767_01N_B279,Wilge river bridge,Bridge,Bridge Cellular,4/1/2016,,D2767,,6/30/2022,05. Waterway, 207. Clear debris,C6,1.00,750.00,m3,750.00,1,1,1,133.00,1
D2767_01N_B279,Wilge river bridge,Bridge,Bridge Cellular,4/1/2016,,D2767,,6/30/2022,10. Walls, 120. Seal cracks,"C1,C2",6.00,750.00,m,4500.00,2,4,0,0.00,3
P230_01N_B4689,4688 over Sand River,Bridge,Bridge Cellular,4/1/2016,1,P230,,6/30/2022,05. Waterway, 209. Clear siltation,C3-C6,6.00,630.00,m3,3780.00,1,1,1,26.00,3
P230_01N_B4689,4688 over Sand River,Bridge,Bridge Cellular,4/1/2016,1,P230,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),C3-C6,4.00,750.00,No,3000.00,1,1,1,33.00,3
P230_01N_B4689,4688 over Sand River,Bridge,Bridge Cellular,4/1/2016,1,P230,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,30.00,950.00,m,28500.00,3,4,9,32.00,3
D2758_01N_B5513,5513 over tributary to Sand river,Bridge,Bridge Cellular,4/1/2016,,D2758,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,3.00,630.00,No,1890.00,1,1,1,53.00,3
D2758_01N_B5513,5513 over tributary to Sand river,Bridge,Bridge Cellular,4/1/2016,,D2758,,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),BE,4.00,750.00,L,3000.00,1,1,1,33.00,3
D2758_01N_B5513,5513 over tributary to Sand river,Bridge,Bridge Cellular,4/1/2016,,D2758,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,8.00,750.00,m,6000.00,1,1,1,17.00,3
D2572_01N_B5262,Wilgespruit Bridge,Bridge,Bridge Cellular,4/15/2016,,D2572,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E2,5.00,750.00,L,3750.00,1,1,1,27.00,3
D400_01N_B4399,Kwaggasfontein Bridge 4399,Bridge,Bridge Cellular,4/15/2016,,D400,,6/30/2022,05. Waterway, 207. Clear debris,AC,10.00,750.00,m3,7500.00,1,1,1,13.00,3
D400_01N_B4399,Kwaggasfontein Bridge 4399,Bridge,Bridge Cellular,4/15/2016,,D400,,6/30/2022,05. Waterway, 405. Remove trees (girth > 500 mm),C4,2.00,3100.00,No,6200.00,1,1,1,16.00,3
P16_01N_B3370,Kwaggasfontein Bridge 3370,Bridge,Bridge Cellular,4/15/2016,1,P16,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,2.00,750.00,m,0.00,0,0,1,9999999.00,1
K13_01N_IDB2546,K13 over Wonderfonteinspruit,Bridge,Bridge Cellular,4/15/2016,,,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,4.00,750.00,m,3000.00,1,1,1,33.00,3
K13_01N_IDB2546,K13 over Wonderfonteinspruit,Bridge,Bridge Cellular,4/15/2016,,,,6/30/2022,05. Waterway, 207. Clear debris,BE,20.00,750.00,m3,15000.00,2,4,4,27.00,3
D1027_01N_B3073,Nooitgedacht Bridge B1,Bridge,Bridge Cellular,4/22/2016,,D1027,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),AC,6.00,750.00,No,4500.00,1,1,1,22.00,3
D1027_01N_B3073,Nooitgedacht Bridge B1,Bridge,Bridge Cellular,4/22/2016,,D1027,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,200.00,950.00,m,190000.00,4,4,16,8.00,3
D1027_01N_B3073,Nooitgedacht Bridge B1,Bridge,Bridge Cellular,4/22/2016,,D1027,,6/30/2022,13. Cell Deformation, 953. Ad-hoc item (describe under Remarks),C1,10.00,1080.00,No,10800.00,4,4,0,0.00,3
D1027_01N_B3074,Nooitgedacht Bridge B2,Bridge,Bridge Cellular,4/22/2016,,D1027,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),AC,10.00,750.00,No,7500.00,2,4,4,53.00,3
D1027_01N_B3074,Nooitgedacht Bridge B2,Bridge,Bridge Cellular,4/22/2016,,D1027,,6/30/2022,12. Invert Slab, 953. Ad-hoc item (describe under Remarks),C3,40.00,1080.00,No,43200.00,2,4,0,0.00,3
D2244_01N_IDB1477,D2244 over stream,Bridge,Bridge Cellular,5/16/2016,,,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,4.00,630.00,No,2520.00,3,4,9,357.00,1
D2244_01N_IDB1477,D2244 over stream,Bridge,Bridge Cellular,5/16/2016,,,,6/30/2022,02. Wing / Ret / Head Walls, 953. Ad-hoc item (describe under Remarks),BE,20.00,1080.00,No,21600.00,3,4,0,0.00,3
D766_01N_B4233,Cellular Bridge on R550,Bridge,Bridge Cellular,5/16/2016,,D766,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,2.00,750.00,m,0.00,0,0,1,9999999.00,1
D766_01N_B4233,Cellular Bridge on R550,Bridge,Bridge Cellular,5/16/2016,,D766,,6/30/2022,05. Waterway, 207. Clear debris,BE,1.00,750.00,m3,0.00,0,0,0,9999999.00,1
D766_01N_B4233,Cellular Bridge on R550,Bridge,Bridge Cellular,5/16/2016,,D766,,6/30/2022,10. Walls, 120. Seal cracks,C1,2.00,750.00,m,1500.00,1,1,0,0.00,3
D766_01N_B4234,D766 (R550) over Rietspruit,Bridge,Bridge Cellular,5/16/2016,,D766,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,120.00,950.00,m,114000.00,3,4,9,8.00,3
D766_01N_B4234,D766 (R550) over Rietspruit,Bridge,Bridge Cellular,5/16/2016,,D766,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,6.00,630.00,No,3780.00,3,4,9,238.00,1
D1520_01N_B3897,D1520-01,Bridge,Bridge Cellular,5/16/2016,,D1520,,6/30/2022,05. Waterway, 207. Clear debris,E1,4.00,750.00,m3,3000.00,1,1,1,33.00,3
D1520_01N_B3897,D1520-01,Bridge,Bridge Cellular,5/16/2016,,D1520,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E2,50.00,950.00,m,47500.00,4,4,16,34.00,3
P73_01N_B2842,Cellular Bridge on R553 Golden Highway,Bridge,Bridge Cellular,5/16/2016,1,P73,,6/30/2022,10. Walls, 120. Seal cracks,E1,2.00,750.00,m,1500.00,1,1,0,0.00,3
P73_01N_B2842,Cellular Bridge on R553 Golden Highway,Bridge,Bridge Cellular,5/16/2016,1,P73,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,6.00,630.00,m,3780.00,3,4,4,106.00,2
P73_01N_B2842,Cellular Bridge on R553 Golden Highway,Bridge,Bridge Cellular,5/16/2016,1,P73,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E2,4.00,630.00,No,2520.00,2,4,4,159.00,1
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,05. Waterway, 207. Clear debris,E1,20.00,750.00,m3,15000.00,4,4,9,60.00,3
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,05. Waterway, 209. Clear siltation,BE,200.00,630.00,m3,126000.00,2,4,9,7.00,3
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),E2,2.00,750.00,No,1500.00,1,1,9,600.00,1
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,BE,8.00,3100.00,m,24800.00,3,4,4,16.00,3
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,09. Parapets / Handrails, 459. Paint steel rails,BE,30.00,750.00,m2,22500.00,1,1,4,18.00,3
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,10. Walls, 120. Seal cracks,E1,1.00,750.00,m,750.00,3,4,0,0.00,3
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,5/17/2016,1,P69,,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),E1,1.00,750.00,L,0.00,0,0,0,9999999.00,1
K146_01N_B5507,K146 over river,Bridge,Bridge Cellular,5/17/2016,,D1484,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,1000.00,950.00,m,950000.00,4,4,0,0.00,3
K146_01N_B5507,K146 over river,Bridge,Bridge Cellular,5/17/2016,,D1484,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,30.00,630.00,No,18900.00,4,4,0,0.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,2.00,750.00,m,1500.00,3,4,4,267.00,1
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,04. Embankment/s, 953. Ad-hoc item (describe under Remarks),A1,1.00,1080.00,No,1080.00,3,4,0,0.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,06. Road Slabs, 118. Repair spall (including honeycombing),A2,4.00,750.00,L,3000.00,1,1,1,33.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,07. Roadway Joints, 306. New asphalt plug joint,C3,10.00,6180.00,m,61800.00,2,4,4,6.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C3,10.00,750.00,L,7500.00,1,1,0,0.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,10. Walls, 120. Seal cracks,"C1,C3,C5",4.00,750.00,m,3000.00,1,1,0,0.00,3
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,5/17/2016,1,P4,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,20.00,750.00,L,15000.00,2,4,4,27.00,3
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,10. Walls, 120. Seal cracks,"C1,C2",2.00,750.00,m,1500.00,3,4,0,0.00,3
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,15.00,950.00,m,14250.00,4,4,16,112.00,2
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,11. Top Slab, 120. Seal cracks,C2,2.00,750.00,m,1500.00,1,1,0,0.00,3
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),BE,4.00,750.00,L,3000.00,1,1,4,133.00,1
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,10.00,630.00,No,6300.00,4,4,16,254.00,1
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,5.00,750.00,m,3750.00,1,1,4,107.00,2
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,12.00,630.00,m,7560.00,4,4,16,212.00,1
P45_01N_B433A,P45/1-02 S-Bound - South bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,BE,5.00,750.00,m,3750.00,1,1,4,107.00,2
P45_01N_B433A,P45/1-02 S-Bound - South bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E1,3.00,750.00,m,2250.00,2,4,4,178.00,1
P45_01N_B433A,P45/1-02 S-Bound - South bound R28,Bridge,Bridge Cellular,5/17/2016,1,P45,,6/30/2022,10. Walls, 120. Seal cracks,"C1,C3",1.00,750.00,m,750.00,3,4,0,0.00,3
P162_01N_IDB1808,P162/1 over Rietspruit tributary,Bridge,Bridge Cellular,5/17/2016,,,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2.00,5380.00,No,10760.00,1,1,0,0.00,3
P162_01N_IDB1808,P162/1 over Rietspruit tributary,Bridge,Bridge Cellular,5/17/2016,,,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,8.00,630.00,m,5040.00,3,4,4,79.00,3
P162_01N_IDB1808,P162/1 over Rietspruit tributary,Bridge,Bridge Cellular,5/17/2016,,,,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,4.00,630.00,No,2520.00,3,4,4,159.00,1
P1_01N_B3691,Klip River - R82,Bridge,Bridge Cellular,5/17/2016,1,P1,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),"C2,C4",5.00,750.00,L,3750.00,1,1,0,0.00,3
P1_01N_B3691,Klip River - R82,Bridge,Bridge Cellular,5/17/2016,1,P1,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",C15,4.00,630.00,m,2520.00,1,1,4,159.00,1
P1_01N_B3691,Klip River - R82,Bridge,Bridge Cellular,5/17/2016,1,P1,,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),C1-C15,15.00,750.00,No,11250.00,3,4,9,80.00,3
P1_01N_B3691,Klip River - R82,Bridge,Bridge Cellular,5/17/2016,1,P1,,6/30/2022,05. Waterway, 405. Remove trees (girth > 500 mm),C1-C15,10.00,3100.00,No,31000.00,3,4,9,29.00,3
D1321_01N_B4389,Road D1321 over river,Bridge,Bridge Cellular,6/2/2016,,D1321,9.00,6/30/2022,02. Wing / Ret / Head Walls, 120. Seal cracks,E2,2.00,750.00,m,0.00,0,0,1,9999999.00,1
D1321_01N_B4389,Road D1321 over river,Bridge,Bridge Cellular,6/2/2016,,D1321,9.00,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",E1,4.00,630.00,m,2520.00,1,1,4,159.00,1
D1321_01N_B4389,Road D1321 over river,Bridge,Bridge Cellular,6/2/2016,,D1321,9.00,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C2,0.50,750.00,L,0.00,0,0,1,9999999.00,1
P156_02N_B3643,Bridge on Sybrand Van Niekerk Freeway (R59),Bridge,Bridge Cellular,6/3/2016,2,P156,31.80,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E2,8.00,950.00,m,7600.00,3,4,4,53.00,3
P156_02N_B3643,Bridge on Sybrand Van Niekerk Freeway (R59),Bridge,Bridge Cellular,6/3/2016,2,P156,31.80,6/30/2022,10. Walls, 120. Seal cracks,C1,2.00,750.00,m,0.00,0,0,1,9999999.00,1
D1240_01N_B3404,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,4.00,630.00,No,2520.00,3,4,4,159.00,1
D1240_01N_B3404,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,09. Parapets / Handrails, 953. Ad-hoc item (describe under Remarks),BE,4.00,1080.00,No,4320.00,3,4,4,93.00,3
D1240_01N_B3404,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,06. Road Slabs, 118. Repair spall (including honeycombing),AC,3.00,750.00,L,2250.00,1,1,1,44.00,3
D1240_01N_B3404,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,10. Walls, 120. Seal cracks,C1,2.00,750.00,m,1500.00,1,1,1,67.00,3
D1240_01N_B3402,Road D1240 over stream and cattle creep,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,06. Road Slabs, 118. Repair spall (including honeycombing),A1,1.00,750.00,L,0.00,0,0,1,9999999.00,1
D1240_01N_B3402,Road D1240 over stream and cattle creep,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,08. Guardrails, 455. New guardrail (single and double),E1,15.00,950.00,m,14250.00,4,4,16,112.00,2
D1240_01N_B3402,Road D1240 over stream and cattle creep,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2.00,5380.00,No,10760.00,1,1,1,9.00,3
D1240_01N_B3402,Road D1240 over stream and cattle creep,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BE,4.00,1080.00,No,4320.00,3,4,1,23.00,3
D1240_01N_B3405,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),E2,1.00,750.00,No,750.00,1,1,1,133.00,1
D1240_01N_B3405,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,08. Guardrails, 452. Cut bolts for pedestrian safety,BE,75.00,340.00,No,25500.00,4,4,9,35.00,3
D1240_01N_B3405,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AC,1.00,1080.00,No,1080.00,1,1,1,93.00,3
D1240_01N_B3405,Road D1240 over river,Bridge,Bridge Cellular,6/3/2016,,D1240,1.00,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BE,3.00,1080.00,No,3240.00,3,4,1,31.00,3
P243_01N_B4948,Road P243/1 over agricultural and stream,Bridge,Bridge Cellular,6/3/2016,1,P243,1.00,6/30/2022,05. Waterway, 209. Clear siltation,"C4,C5",6.00,630.00,m3,0.00,0,0,1,9999999.00,1
D1321_01N_B4406,Road D1321 over river,Bridge,Bridge Cellular,6/3/2016,,D1321,14.00,6/30/2022,10. Walls, 120. Seal cracks,"C3,C5",4.00,750.00,m,3000.00,1,1,1,33.00,3
D1321_01N_B4406,Road D1321 over river,Bridge,Bridge Cellular,6/3/2016,,D1321,14.00,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),"C3,C5",2.00,750.00,L,0.00,0,0,1,9999999.00,1
D1321_01N_B4406,Road D1321 over river,Bridge,Bridge Cellular,6/3/2016,,D1321,14.00,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),E1,2.00,750.00,L,1500.00,1,1,1,67.00,3
D1321_01N_B4406,Road D1321 over river,Bridge,Bridge Cellular,6/3/2016,,D1321,14.00,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),E1,10.00,630.00,No,6300.00,1,1,4,63.00,3
D478_01N_B4268,Road D478 over river,Bridge,Bridge Cellular,6/3/2016,,D478,12.00,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),C1,1.00,750.00,No,750.00,1,1,1,133.00,1
D478_01N_B4268,Road D478 over river,Bridge,Bridge Cellular,6/3/2016,,D478,12.00,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),BA,4.00,1080.00,No,4320.00,3,4,4,93.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,11. Top Slab, 120. Seal cracks,"C5,C7",6.00,750.00,m,4500.00,1,1,4,89.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2.00,5380.00,No,10760.00,1,1,1,9.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,09. Parapets / Handrails, 456. New pedestrian parapet,E1,2.00,5090.00,m,10180.00,1,1,4,39.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,10. Walls, 120. Seal cracks,"C5,C7",8.00,750.00,m,6000.00,1,1,4,67.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C10,4.00,750.00,L,3000.00,1,1,4,133.00,1
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,09. Parapets / Handrails, 118. Repair spall (including honeycombing),E2,2.00,750.00,L,1500.00,1,1,4,267.00,1
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,08. Guardrails, 467. Replace posts (steel or timber),BE,8.00,630.00,No,5040.00,3,4,4,79.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,08. Guardrails, 455. New guardrail (single and double),BE,20.00,950.00,m,19000.00,3,4,4,21.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,08. Guardrails, 451. Attach guardrail to endblock,BE,4.00,3100.00,No,12400.00,3,4,4,32.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,09. Parapets / Handrails, 120. Seal cracks,E2,10.00,750.00,m,7500.00,1,1,4,53.00,3
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,6/3/2016,1,P73,24.30,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),E1,10.00,1080.00,No,10800.00,1,1,1,9.00,3
